id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb
129,3E,102,ELECTRA AIRWAYS,2026-07-06T13:40:00,2026-07-06T14:07:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,212-214,G,DEPARTED,המריאה
130,BZ,754,BLUE BIRD AIRWAYS,2026-07-06T13:00:00,2026-07-06T14:09:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,41-55,B,DEPARTED,המריאה
131,IZ,1072,ARKIA  ISRAELI  AIRLINES,2026-07-06T12:00:00,2026-07-06T14:10:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,LANDED,נחתה
132,ET,418,ETHIOPIAN AIRLINES,2026-07-06T14:35:00,2026-07-06T14:11:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,LANDED,נחתה
133,LY,8808,EL AL ISRAEL AIRLINES,2026-07-06T14:35:00,2026-07-06T14:11:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,LANDED,נחתה
134,IZ,073,ARKIA  ISRAELI  AIRLINES,2026-07-06T13:50:00,2026-07-06T14:12:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1,332-340,B,DEPARTED,המריאה
135,EK,2448,EMIRATES,2026-07-06T14:35:00,2026-07-06T14:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
136,FZ,1081,FLYDUBAI,2026-07-06T14:35:00,2026-07-06T14:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
137,BZ,761,BLUE BIRD AIRWAYS,2026-07-06T13:50:00,2026-07-06T14:16:00,A,CHQ,KHANIA-SOUDABAY,חאניה,KHANIA,יוון,GREECE,3,,,LANDED,נחתה
138,UX,1301,AIR EUROPA,2026-07-06T14:10:00,2026-07-06T14:18:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
139,LY,252,EL AL ISRAEL AIRLINES,2026-07-06T14:00:00,2026-07-06T14:21:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
140,BZ,316,BLUE BIRD AIRWAYS,2026-07-06T14:00:00,2026-07-06T14:27:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,40-55,B,DEPARTED,המריאה
141,6H,884,ISRAIR AIRLINES,2026-07-06T14:15:00,2026-07-06T14:27:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
142,BZ,561,BLUE BIRD AIRWAYS,2026-07-06T14:10:00,2026-07-06T14:30:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,LANDED,נחתה
143,LY,5115,EL AL ISRAEL AIRLINES,2026-07-06T13:45:00,2026-07-06T14:30:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,1,316-325,A,DEPARTED,המריאה
144,LY,5031,EL AL ISRAEL AIRLINES,2026-07-06T14:00:00,2026-07-06T14:32:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1,316-325,A,DEPARTED,המריאה
145,6H,362,ISRAIR AIRLINES,2026-07-06T14:20:00,2026-07-06T14:33:00,A,BRI,BARI -PALESE MACCHIE,בארי,BARI,איטליה,ITALY,3,,,LANDED,נחתה
146,A3,925,AEGEAN  AIRLINES,2026-07-06T13:50:00,2026-07-06T14:34:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,21-23,A,DEPARTED,המריאה
147,EK,4979,EMIRATES,2026-07-06T13:50:00,2026-07-06T14:34:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,21-23,A,DEPARTED,המריאה
148,BZ,272,BLUE BIRD AIRWAYS,2026-07-06T14:20:00,2026-07-06T14:36:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,40-55,B,DEPARTED,המריאה
149,DL,7442,DELTA AIRLINES,2026-07-06T14:25:00,2026-07-06T14:41:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
150,LY,026,EL AL ISRAEL AIRLINES,2026-07-06T14:25:00,2026-07-06T14:41:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
151,J2,121,AZERBAIJAN AIRLINES,2026-07-06T15:00:00,2026-07-06T14:45:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,LANDED,נחתה
152,LY,9958,EL AL ISRAEL AIRLINES,2026-07-06T15:00:00,2026-07-06T14:45:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,LANDED,נחתה
153,6H,176,ISRAIR AIRLINES,2026-07-06T13:25:00,2026-07-06T14:47:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,LANDED,נחתה
154,AR,7858,AEROLINEAS ARGENTINAS S.A.,2026-07-06T14:20:00,2026-07-06T14:49:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
155,LY,386,EL AL ISRAEL AIRLINES,2026-07-06T14:20:00,2026-07-06T14:49:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
156,TP,8899,AIR PORTUGAL,2026-07-06T14:20:00,2026-07-06T14:49:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
157,OS,079,AUSTRIAN AIRLINES,2026-07-06T14:35:00,2026-07-06T14:51:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
158,AF,966,AIR FRANCE,2026-07-06T14:45:00,2026-07-06T14:52:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
159,LY,9842,EL AL ISRAEL AIRLINES,2026-07-06T14:45:00,2026-07-06T14:52:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
160,AZ,807,ITALIA TRASPORTO AEREO,2026-07-06T14:30:00,2026-07-06T14:55:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,7-11,A,DEPARTED,המריאה
161,IZ,091,ARKIA  ISRAELI  AIRLINES,2026-07-06T14:55:00,2026-07-06T14:55:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,1,,,CANCELED,מבוטלת
162,JU,7379,AIR SERBIA,2026-07-06T14:30:00,2026-07-06T14:55:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,7-11,A,DEPARTED,המריאה
163,LH,5233,LUFTHANSA,2026-07-06T14:30:00,2026-07-06T14:55:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,7-11,A,DEPARTED,המריאה
164,CY,110,CYPRUS AIRWAYS,2026-07-06T14:55:00,2026-07-06T14:56:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
165,AF,6172,AIR FRANCE,2026-07-06T14:45:00,2026-07-06T14:58:00,D,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
166,LY,321,EL AL ISRAEL AIRLINES,2026-07-06T14:45:00,2026-07-06T14:58:00,D,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
167,U8,462,TUS AIRWAYS,2026-07-06T14:55:00,2026-07-06T15:06:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,67-71,C,DEPARTED,המריאה
168,BZ,694,BLUE BIRD AIRWAYS,2026-07-06T14:20:00,2026-07-06T15:08:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,40-55,B,DEPARTED,המריאה
169,6H,513,ISRAIR AIRLINES,2026-07-06T13:55:00,2026-07-06T15:10:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,1,305-313,A,DEPARTED,המריאה
170,BZ,701,BLUE BIRD AIRWAYS,2026-07-06T14:10:00,2026-07-06T15:12:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
171,IZ,223,ARKIA  ISRAELI  AIRLINES,2026-07-06T14:25:00,2026-07-06T15:12:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,1,332-340,B,DEPARTED,המריאה
172,LH,686,LUFTHANSA,2026-07-06T15:25:00,2026-07-06T15:17:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
173,LO,5254,LOT POLISH AIRLINES,2026-07-06T15:20:00,2026-07-06T15:22:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,LANDED,נחתה
174,LY,5120,EL AL ISRAEL AIRLINES,2026-07-06T15:20:00,2026-07-06T15:22:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,LANDED,נחתה
175,IZ,336,ARKIA  ISRAELI  AIRLINES,2026-07-06T15:15:00,2026-07-06T15:29:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
176,BZ,154,BLUE BIRD AIRWAYS,2026-07-06T14:20:00,2026-07-06T15:30:00,D,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3,40-55,B,DEPARTED,המריאה
177,LY,5063,EL AL ISRAEL AIRLINES,2026-07-06T15:00:00,2026-07-06T15:30:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,1,316-325,A,DEPARTED,המריאה
178,CY,113,CYPRUS AIRWAYS,2026-07-06T15:20:00,2026-07-06T15:31:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,222-226,G,DEPARTED,המריאה
179,LY,2522,EL AL ISRAEL AIRLINES,2026-07-06T15:30:00,2026-07-06T15:33:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
180,IZ,521,ARKIA  ISRAELI  AIRLINES,2026-07-06T14:55:00,2026-07-06T15:34:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,G9-G14,G,DEPARTED,המריאה
181,BT,6684,AIR BALTIC,2026-07-06T15:00:00,2026-07-06T15:35:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
182,LY,354,EL AL ISRAEL AIRLINES,2026-07-06T15:00:00,2026-07-06T15:35:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
183,EY,608,ETIHAD AIRWAYS,2026-07-06T15:15:00,2026-07-06T15:36:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-66,C,DEPARTED,המריאה
184,LY,373,EL AL ISRAEL AIRLINES,2026-07-06T14:55:00,2026-07-06T15:36:00,D,OPO,PORTO,פורטו,PORTO,פורטוגל,PORTUGAL,3,78-99,D,DEPARTED,המריאה
185,LY,9615,EL AL ISRAEL AIRLINES,2026-07-06T15:15:00,2026-07-06T15:36:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-66,C,DEPARTED,המריאה
186,TP,8294,AIR PORTUGAL,2026-07-06T14:55:00,2026-07-06T15:36:00,D,OPO,PORTO,פורטו,PORTO,פורטוגל,PORTUGAL,3,78-99,D,DEPARTED,המריאה
187,IZ,816,ARKIA  ISRAELI  AIRLINES,2026-07-06T15:50:00,2026-07-06T15:37:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,LANDED,נחתה
188,6H,115,ISRAIR AIRLINES,2026-07-06T12:35:00,2026-07-06T15:38:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,1,305-309,A,DEPARTED,המריאה
189,LO,155,LOT POLISH AIRLINES,2026-07-06T15:20:00,2026-07-06T15:40:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,LANDED,נחתה
190,6H,718,ISRAIR AIRLINES,2026-07-06T15:40:00,2026-07-06T15:42:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
191,LY,281,EL AL ISRAEL AIRLINES,2026-07-06T15:30:00,2026-07-06T15:43:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
192,SK,3183,SAS,2026-07-06T15:30:00,2026-07-06T15:43:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
193,TP,8908,AIR PORTUGAL,2026-07-06T15:30:00,2026-07-06T15:43:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
194,IB,7713,IBERIA,2026-07-06T15:05:00,2026-07-06T15:48:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
195,LY,394,EL AL ISRAEL AIRLINES,2026-07-06T15:05:00,2026-07-06T15:48:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
196,EK,2470,EMIRATES,2026-07-06T16:20:00,2026-07-06T15:50:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
197,FZ,1125,FLYDUBAI,2026-07-06T16:20:00,2026-07-06T15:50:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
198,IZ,320,ARKIA  ISRAELI  AIRLINES,2026-07-06T15:50:00,2026-07-06T15:50:00,A,WMI,WARSAW- MODLIN,ורשה - מודלין,WARSAW,פולין,POLAND,3,,,CANCELED,מבוטלת
199,W9,5302,WIZZ UK,2026-07-06T15:30:00,2026-07-06T15:52:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,217-221,G,DEPARTED,המריאה
200,IZ,387,ARKIA  ISRAELI  AIRLINES,2026-07-06T15:45:00,2026-07-06T15:55:00,D,BEG,BELGRADE,בלגרד,BELGRADE,סרביה,SERBIA,3,G9-G14,G,DEPARTED,המריאה
201,ET,419,ETHIOPIAN AIRLINES,2026-07-06T15:35:00,2026-07-06T15:58:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,2-6,A,DEPARTED,המריאה
202,LY,8809,EL AL ISRAEL AIRLINES,2026-07-06T15:35:00,2026-07-06T15:58:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,2-6,A,DEPARTED,המריאה
203,LY,351,EL AL ISRAEL AIRLINES,2026-07-06T15:45:00,2026-07-06T16:02:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,DEPARTED,המריאה
204,SK,3173,SAS,2026-07-06T15:45:00,2026-07-06T16:02:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,DEPARTED,המריאה
205,IZ,424,ARKIA  ISRAELI  AIRLINES,2026-07-06T15:50:00,2026-07-06T16:03:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
206,EK,2449,EMIRATES,2026-07-06T15:50:00,2026-07-06T16:05:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-37,B,DEPARTED,המריאה
207,FZ,1082,FLYDUBAI,2026-07-06T15:50:00,2026-07-06T16:05:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-37,B,DEPARTED,המריאה
208,BZ,442,BLUE BIRD AIRWAYS,2026-07-06T15:10:00,2026-07-06T16:07:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,40-55,B,DEPARTED,המריאה
209,BT,6690,AIR BALTIC,2026-07-06T15:50:00,2026-07-06T16:08:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
210,LY,2372,EL AL ISRAEL AIRLINES,2026-07-06T15:50:00,2026-07-06T16:08:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
211,SK,3156,SAS,2026-07-06T15:50:00,2026-07-06T16:08:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
212,IZ,2549,ARKIA  ISRAELI  AIRLINES,2026-07-06T14:55:00,2026-07-06T16:09:00,D,VNO,VILNIUS INTL,וילנה,VILNIUS,ליטא,LITHUANIA,3,G1-G9,G,DEPARTED,המריאה
213,IZ,294,ARKIA  ISRAELI  AIRLINES,2026-07-06T15:20:00,2026-07-06T16:16:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
214,EY,594,ETIHAD AIRWAYS,2026-07-06T15:05:00,2026-07-06T16:17:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-66,C,DEPARTED,המריאה
215,LY,9601,EL AL ISRAEL AIRLINES,2026-07-06T15:05:00,2026-07-06T16:17:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-66,C,DEPARTED,המריאה
216,MU,4999,CHINA EASTERN AIRLINES Co. Ltd,2026-07-06T15:05:00,2026-07-06T16:17:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-66,C,DEPARTED,המריאה
217,UL,2594,SRILANKA AIRLINES,2026-07-06T15:05:00,2026-07-06T16:17:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-66,C,DEPARTED,המריאה
218,LY,346,EL AL ISRAEL AIRLINES,2026-07-06T16:00:00,2026-07-06T16:19:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
219,AM,7859,AERO MEXICO,2026-07-06T16:25:00,2026-07-06T16:22:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
220,AR,7854,AEROLINEAS ARGENTINAS S.A.,2026-07-06T16:25:00,2026-07-06T16:22:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
221,IB,7715,IBERIA,2026-07-06T16:25:00,2026-07-06T16:22:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
222,J2,122,AZERBAIJAN AIRLINES,2026-07-06T16:00:00,2026-07-06T16:22:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,213-216,G,DEPARTED,המריאה
223,LY,396,EL AL ISRAEL AIRLINES,2026-07-06T16:25:00,2026-07-06T16:22:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
224,LY,9957,EL AL ISRAEL AIRLINES,2026-07-06T16:00:00,2026-07-06T16:22:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,213-216,G,DEPARTED,המריאה
225,OS,080,AUSTRIAN AIRLINES,2026-07-06T15:30:00,2026-07-06T16:24:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,27-33,A,DEPARTED,המריאה
226,CY,111,CYPRUS AIRWAYS,2026-07-06T15:55:00,2026-07-06T16:26:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,222-226,G,DEPARTED,המריאה
227,BT,6686,AIR BALTIC,2026-07-06T16:00:00,2026-07-06T16:31:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
228,LY,358,EL AL ISRAEL AIRLINES,2026-07-06T16:00:00,2026-07-06T16:31:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
229,LY,247,EL AL ISRAEL AIRLINES,2026-07-06T15:05:00,2026-07-06T16:32:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,78-99,D,DEPARTED,המריאה
230,AF,6174,AIR FRANCE,2026-07-06T15:30:00,2026-07-06T16:34:00,A,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,,,LANDED,נחתה
231,LY,224,EL AL ISRAEL AIRLINES,2026-07-06T15:30:00,2026-07-06T16:34:00,A,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,,,LANDED,נחתה
232,6H,501,ISRAIR AIRLINES,2026-07-06T14:50:00,2026-07-06T16:35:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,1,305-313,A,DEPARTED,המריאה
233,AM,7851,AERO MEXICO,2026-07-06T16:15:00,2026-07-06T16:37:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
234,KL,2475,K.L.M.,2026-07-06T16:15:00,2026-07-06T16:37:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
235,LY,339,EL AL ISRAEL AIRLINES,2026-07-06T16:15:00,2026-07-06T16:37:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
236,SK,3151,SAS,2026-07-06T16:15:00,2026-07-06T16:37:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
237,UX,1302,AIR EUROPA,2026-07-06T16:05:00,2026-07-06T16:39:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,18-23,A,DEPARTED,המריאה
238,W4,3263,WIZZ AIR MALTA,2026-07-06T15:50:00,2026-07-06T16:42:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
239,AF,7068,AIR FRANCE,2026-07-06T16:40:00,2026-07-06T16:44:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
240,AM,7898,AERO MEXICO,2026-07-06T16:40:00,2026-07-06T16:44:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
241,LY,320,EL AL ISRAEL AIRLINES,2026-07-06T16:40:00,2026-07-06T16:44:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
242,SK,3162,SAS,2026-07-06T16:40:00,2026-07-06T16:44:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
243,U8,106,TUS AIRWAYS,2026-07-06T16:00:00,2026-07-06T16:47:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
244,6H,357,ISRAIR AIRLINES,2026-07-06T14:15:00,2026-07-06T16:49:00,D,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,1,305-313,A,DEPARTED,המריאה
245,6H,730,ISRAIR AIRLINES,2026-07-06T12:35:00,2026-07-06T16:50:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,LANDED,נחתה
246,6H,723,ISRAIR AIRLINES,2026-07-06T16:00:00,2026-07-06T16:52:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,1,305-313,A,DEPARTED,המריאה
247,AF,963,AIR FRANCE,2026-07-06T16:30:00,2026-07-06T16:54:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,12-17,A,DEPARTED,המריאה
248,EY,597,ETIHAD AIRWAYS,2026-07-06T16:50:00,2026-07-06T16:54:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
249,LY,9605,EL AL ISRAEL AIRLINES,2026-07-06T16:50:00,2026-07-06T16:54:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
250,LY,9843,EL AL ISRAEL AIRLINES,2026-07-06T16:30:00,2026-07-06T16:54:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,12-17,A,DEPARTED,המריאה
251,LY,312,EL AL ISRAEL AIRLINES,2026-07-06T16:25:00,2026-07-06T16:55:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
252,LO,156,LOT POLISH AIRLINES,2026-07-06T16:30:00,2026-07-06T16:57:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,G15-G18,G,DEPARTED,המריאה
253,6H,534,ISRAIR AIRLINES,2026-07-06T16:10:00,2026-07-06T17:01:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,,,LANDED,נחתה
254,IZ,213,ARKIA  ISRAELI  AIRLINES,2026-07-06T13:10:00,2026-07-06T17:03:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,G1-G9,G,DEPARTED,המריאה
255,LY,2360,EL AL ISRAEL AIRLINES,2026-07-06T16:15:00,2026-07-06T17:05:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
256,IZ,821,ARKIA  ISRAELI  AIRLINES,2026-07-06T16:50:00,2026-07-06T17:10:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,DEPARTED,המריאה
257,6H,250,ISRAIR AIRLINES,2026-07-06T17:00:00,2026-07-06T17:12:00,A,SZG,SALZBURG,זלצבורג,SALZBURG,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
258,BZ,252,BLUE BIRD AIRWAYS,2026-07-06T13:35:00,2026-07-06T17:14:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,41-55,B,DEPARTED,המריאה
