id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,avg_flight_hours_estimate
1622,LO,5256,LOT POLISH AIRLINES,2026-07-14T02:25:00,2026-07-14T02:25:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,NOT FINAL,לא סופי,3.75
1623,LO,5258,LOT POLISH AIRLINES,2026-07-14T02:25:00,2026-07-14T02:25:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,NOT FINAL,לא סופי,3.75
1624,LY,290,EL AL ISRAEL AIRLINES,2026-07-14T02:25:00,2026-07-14T02:25:00,A,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1625,LY,5102,EL AL ISRAEL AIRLINES,2026-07-14T02:25:00,2026-07-14T02:25:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,NOT FINAL,לא סופי,3.75
1626,A3,528,AEGEAN  AIRLINES,2026-07-14T02:30:00,2026-07-14T02:30:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
1627,A3,928,AEGEAN  AIRLINES,2026-07-14T02:45:00,2026-07-14T02:45:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1628,EK,4977,EMIRATES,2026-07-14T02:45:00,2026-07-14T02:45:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1629,LY,5426,EL AL ISRAEL AIRLINES,2026-07-14T02:45:00,2026-07-14T02:45:00,A,CTA,CATANIA  FONTANAROSSA,קטאניה,CATANIA,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1630,LIL,9138,FLY LILI,2026-07-14T02:55:00,2026-07-14T02:55:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
1631,AM,7850,AERO MEXICO,2026-07-14T03:05:00,2026-07-14T03:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,NOT FINAL,לא סופי,4.75
1632,BT,6680,AIR BALTIC,2026-07-14T03:05:00,2026-07-14T03:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,NOT FINAL,לא סופי,4.75
1633,IZ,0412A,ARKIA  ISRAELI  AIRLINES,2026-07-14T03:05:00,2026-07-14T03:05:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,2.0
1634,KL,2474,K.L.M.,2026-07-14T03:05:00,2026-07-14T03:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,NOT FINAL,לא סופי,4.75
1635,LY,2524,EL AL ISRAEL AIRLINES,2026-07-14T03:05:00,2026-07-14T03:05:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,3.75
1636,LY,336,EL AL ISRAEL AIRLINES,2026-07-14T03:05:00,2026-07-14T03:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,NOT FINAL,לא סופי,4.75
1637,SK,3152,SAS,2026-07-14T03:05:00,2026-07-14T03:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,NOT FINAL,לא סופי,4.75
1638,AZ,810,ITALIA TRASPORTO AEREO,2026-07-14T03:10:00,2026-07-14T03:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1639,LY,5110,EL AL ISRAEL AIRLINES,2026-07-14T03:10:00,2026-07-14T03:10:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,2.75
1640,LY,2368,EL AL ISRAEL AIRLINES,2026-07-14T03:20:00,2026-07-14T03:20:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,NOT FINAL,לא סופי,3.0
1641,LY,374,EL AL ISRAEL AIRLINES,2026-07-14T03:35:00,2026-07-14T03:35:00,A,OPO,PORTO,פורטו,PORTO,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,5.75
1642,TP,8924,AIR PORTUGAL,2026-07-14T03:35:00,2026-07-14T03:35:00,A,OPO,PORTO,פורטו,PORTO,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,5.75
1643,IB,7711,IBERIA,2026-07-14T03:40:00,2026-07-14T03:40:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
1644,LY,388,EL AL ISRAEL AIRLINES,2026-07-14T03:40:00,2026-07-14T03:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1645,LY,392,EL AL ISRAEL AIRLINES,2026-07-14T03:40:00,2026-07-14T03:40:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
1646,SK,3180,SAS,2026-07-14T03:40:00,2026-07-14T03:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1647,TP,8901,AIR PORTUGAL,2026-07-14T03:40:00,2026-07-14T03:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1648,AM,7858,AERO MEXICO,2026-07-14T03:50:00,2026-07-14T03:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,11.5
1649,DL,7427,DELTA AIRLINES,2026-07-14T03:50:00,2026-07-14T03:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,11.5
1650,LO,151,LOT POLISH AIRLINES,2026-07-14T03:50:00,2026-07-14T03:50:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,NOT FINAL,לא סופי,3.75
1651,LY,004,EL AL ISRAEL AIRLINES,2026-07-14T03:50:00,2026-07-14T03:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,11.5
1652,LY,9256,EL AL ISRAEL AIRLINES,2026-07-14T03:50:00,2026-07-14T03:50:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,NOT FINAL,לא סופי,3.75
1653,NO,1382,NEOS,2026-07-14T03:50:00,2026-07-14T03:50:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1654,AF,7072,AIR FRANCE,2026-07-14T04:00:00,2026-07-14T04:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1655,AM,7854,AERO MEXICO,2026-07-14T04:00:00,2026-07-14T04:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1656,ENT,351,ENTER AIR- E4,2026-07-14T04:00:00,2026-07-14T04:00:00,D,RDO,WARSAW RADOM,ורשה,WARSAW RADOM,פולין,POLAND,3.0,,,ON TIME,בזמן,3.75
1657,IZ,0162A,ARKIA  ISRAELI  AIRLINES,2026-07-14T04:00:00,2026-07-14T04:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,CANCELED,מבוטלת,1.0
1658,LY,326,EL AL ISRAEL AIRLINES,2026-07-14T04:00:00,2026-07-14T04:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1659,SK,3158,SAS,2026-07-14T04:00:00,2026-07-14T04:00:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1660,ENT,221,ENTER AIR- E4,2026-07-14T04:10:00,2026-07-14T04:10:00,D,RDO,WARSAW RADOM,ורשה,WARSAW RADOM,פולין,POLAND,3.0,,,ON TIME,בזמן,3.75
1661,6H,344,ISRAIR AIRLINES,2026-07-14T04:15:00,2026-07-14T04:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1662,LY,314,EL AL ISRAEL AIRLINES,2026-07-14T04:20:00,2026-07-14T04:20:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1663,AM,7878,AERO MEXICO,2026-07-14T04:25:00,2026-07-14T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
1664,AR,7852,AEROLINEAS ARGENTINAS S.A.,2026-07-14T04:25:00,2026-07-14T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
1665,DL,7450,DELTA AIRLINES,2026-07-14T04:25:00,2026-07-14T04:25:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,11.5
1666,IB,7717,IBERIA,2026-07-14T04:25:00,2026-07-14T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
1667,LO,2111,LOT POLISH AIRLINES,2026-07-14T04:25:00,2026-07-14T04:25:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3.0,,,NOT FINAL,לא סופי,3.75
1668,LY,024,EL AL ISRAEL AIRLINES,2026-07-14T04:25:00,2026-07-14T04:25:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,,,NOT FINAL,לא סופי,11.5
1669,LY,398,EL AL ISRAEL AIRLINES,2026-07-14T04:25:00,2026-07-14T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
1670,LY,9292,EL AL ISRAEL AIRLINES,2026-07-14T04:25:00,2026-07-14T04:25:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3.0,,,NOT FINAL,לא סופי,3.75
1671,QS,1286,SMARTWINGS,2026-07-14T04:35:00,2026-07-14T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,3.75
1672,IZ,1338,ARKIA  ISRAELI  AIRLINES,2026-07-14T04:40:00,2026-07-14T04:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1673,LY,5465,EL AL ISRAEL AIRLINES,2026-07-14T04:45:00,2026-07-14T04:45:00,D,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3.0,78-99,D,ON TIME,בזמן,2.75
1674,FB,572,BULGARIA  AIR,2026-07-14T04:50:00,2026-07-14T04:50:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,,,ON TIME,בזמן,2.0
1675,IZ,0284A,ARKIA  ISRAELI  AIRLINES,2026-07-14T04:50:00,2026-07-14T04:50:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,CANCELED,מבוטלת,3.75
1676,IZ,367,ARKIA  ISRAELI  AIRLINES,2026-07-14T04:50:00,2026-07-14T04:50:00,D,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3.0,,,ON TIME,בזמן,2.75
1677,LY,311,EL AL ISRAEL AIRLINES,2026-07-14T04:50:00,2026-07-14T04:50:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,78-99,D,ON TIME,בזמן,5.0
1678,NO,1383,NEOS,2026-07-14T04:50:00,2026-07-14T04:50:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,ON TIME,בזמן,3.75
1679,OS,1083,AUSTRIAN AIRLINES,2026-07-14T04:55:00,2026-07-14T04:55:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,3.5
1680,AM,7879,AERO MEXICO,2026-07-14T05:00:00,2026-07-14T05:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,ON TIME,בזמן,5.0
1681,AR,7853,AEROLINEAS ARGENTINAS S.A.,2026-07-14T05:00:00,2026-07-14T05:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,ON TIME,בזמן,5.0
1682,A3,929,AEGEAN  AIRLINES,2026-07-14T05:00:00,2026-07-14T05:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,1.75
1683,IB,7714,IBERIA,2026-07-14T05:00:00,2026-07-14T05:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,ON TIME,בזמן,5.0
1684,JU,7616,AIR SERBIA,2026-07-14T05:00:00,2026-07-14T05:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,1.75
1685,LY,395,EL AL ISRAEL AIRLINES,2026-07-14T05:00:00,2026-07-14T05:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,ON TIME,בזמן,5.0
1686,LY,5461,EL AL ISRAEL AIRLINES,2026-07-14T05:00:00,2026-07-14T05:00:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,ON TIME,בזמן,1.75
1687,AM,7876,AERO MEXICO,2026-07-14T05:05:00,2026-07-14T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1688,LO,152,LOT POLISH AIRLINES,2026-07-14T05:05:00,2026-07-14T05:05:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,ON TIME,בזמן,3.75
1689,LY,318,EL AL ISRAEL AIRLINES,2026-07-14T05:05:00,2026-07-14T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1690,LY,9255,EL AL ISRAEL AIRLINES,2026-07-14T05:05:00,2026-07-14T05:05:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,ON TIME,בזמן,3.75
1691,SK,3174,SAS,2026-07-14T05:05:00,2026-07-14T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1692,VS,7496,VIRGIN ATLANTIC AIRWAYS,2026-07-14T05:05:00,2026-07-14T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1693,EY,609,ETIHAD AIRWAYS,2026-07-14T05:10:00,2026-07-14T05:10:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
1694,LY,9610,EL AL ISRAEL AIRLINES,2026-07-14T05:10:00,2026-07-14T05:10:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
1695,AC,9915,AIR CANADA,2026-07-14T05:15:00,2026-07-14T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,3.75
1696,AZ,809,ITALIA TRASPORTO AEREO,2026-07-14T05:15:00,2026-07-14T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,3.75
1697,JU,7380,AIR SERBIA,2026-07-14T05:15:00,2026-07-14T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,3.75
1698,LH,5235,LUFTHANSA,2026-07-14T05:15:00,2026-07-14T05:15:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,ON TIME,בזמן,3.75
1699,LY,5113,EL AL ISRAEL AIRLINES,2026-07-14T05:15:00,2026-07-14T05:15:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,1.0,,,ON TIME,בזמן,2.75
1700,LY,5245,EL AL ISRAEL AIRLINES,2026-07-14T05:15:00,2026-07-14T05:15:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,1.0,,,ON TIME,בזמן,1.75
1701,6H,898,ISRAIR AIRLINES,2026-07-14T05:15:00,2026-07-14T05:15:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,2.75
1702,A3,529,AEGEAN  AIRLINES,2026-07-14T05:20:00,2026-07-14T05:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,ON TIME,בזמן,1.0
1703,AF,6172,AIR FRANCE,2026-07-14T05:25:00,2026-07-14T05:25:00,D,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3.0,78-99,D,ON TIME,בזמן,4.5
1704,LY,321,EL AL ISRAEL AIRLINES,2026-07-14T05:25:00,2026-07-14T05:25:00,D,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3.0,78-99,D,ON TIME,בזמן,4.5
1705,LY,376,EL AL ISRAEL AIRLINES,2026-07-14T05:25:00,2026-07-14T05:25:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,5.75
1706,TP,8913,AIR PORTUGAL,2026-07-14T05:25:00,2026-07-14T05:25:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,5.75
1707,LY,5107,EL AL ISRAEL AIRLINES,2026-07-14T05:30:00,2026-07-14T05:30:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,,,ON TIME,בזמן,2.75
1708,AF,7067,AIR FRANCE,2026-07-14T05:35:00,2026-07-14T05:35:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,ON TIME,בזמן,4.5
1709,AM,7867,AERO MEXICO,2026-07-14T05:35:00,2026-07-14T05:35:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,ON TIME,בזמן,4.5
1710,LY,2365,EL AL ISRAEL AIRLINES,2026-07-14T05:35:00,2026-07-14T05:35:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,78-99,D,ON TIME,בזמן,3.0
1711,LY,319,EL AL ISRAEL AIRLINES,2026-07-14T05:35:00,2026-07-14T05:35:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,ON TIME,בזמן,4.5
1712,QS,1287,SMARTWINGS,2026-07-14T05:35:00,2026-07-14T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,ON TIME,בזמן,3.75
1713,SK,3161,SAS,2026-07-14T05:35:00,2026-07-14T05:35:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,ON TIME,בזמן,4.5
1714,LO,2112,LOT POLISH AIRLINES,2026-07-14T05:40:00,2026-07-14T05:40:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3.0,,,ON TIME,בזמן,3.75
1715,LY,9291,EL AL ISRAEL AIRLINES,2026-07-14T05:40:00,2026-07-14T05:40:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3.0,,,ON TIME,בזמן,3.75
1716,IB,7712,IBERIA,2026-07-14T05:45:00,2026-07-14T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,78-99,D,ON TIME,בזמן,5.0
1717,LY,393,EL AL ISRAEL AIRLINES,2026-07-14T05:45:00,2026-07-14T05:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,78-99,D,ON TIME,בזמן,5.0
1718,6H,501,ISRAIR AIRLINES,2026-07-14T05:45:00,2026-07-14T05:45:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,1.0,,,ON TIME,בזמן,1.75
1719,6H,727,ISRAIR AIRLINES,2026-07-14T05:45:00,2026-07-14T05:45:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,ON TIME,בזמן,3.0
1720,EY,595,ETIHAD AIRWAYS,2026-07-14T05:50:00,2026-07-14T05:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
1721,LY,9604,EL AL ISRAEL AIRLINES,2026-07-14T05:50:00,2026-07-14T05:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
1722,MU,4998,CHINA EASTERN AIRLINES Co. Ltd,2026-07-14T05:50:00,2026-07-14T05:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
1723,UL,2593,SRILANKA AIRLINES,2026-07-14T05:50:00,2026-07-14T05:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
1724,AM,7873,AERO MEXICO,2026-07-14T05:55:00,2026-07-14T05:55:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1725,DL,7446,DELTA AIRLINES,2026-07-14T05:55:00,2026-07-14T05:55:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1726,LIL,9135,FLY LILI,2026-07-14T05:55:00,2026-07-14T05:55:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,ON TIME,בזמן,1.0
1727,LY,009,EL AL ISRAEL AIRLINES,2026-07-14T05:55:00,2026-07-14T05:55:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1728,LY,353,EL AL ISRAEL AIRLINES,2026-07-14T06:00:00,2026-07-14T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,78-99,D,ON TIME,בזמן,4.25
1729,OS,084,AUSTRIAN AIRLINES,2026-07-14T06:00:00,2026-07-14T06:00:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,ON TIME,בזמן,3.5
1730,SK,3165,SAS,2026-07-14T06:00:00,2026-07-14T06:00:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,78-99,D,ON TIME,בזמן,4.25
1731,AR,7857,AEROLINEAS ARGENTINAS S.A.,2026-07-14T06:05:00,2026-07-14T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,ON TIME,בזמן,3.75
1732,LY,385,EL AL ISRAEL AIRLINES,2026-07-14T06:05:00,2026-07-14T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,ON TIME,בזמן,3.75
1733,SK,3167,SAS,2026-07-14T06:05:00,2026-07-14T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,ON TIME,בזמן,3.75
1734,TP,8898,AIR PORTUGAL,2026-07-14T06:05:00,2026-07-14T06:05:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,ON TIME,בזמן,3.75
1735,IZ,254,ARKIA  ISRAELI  AIRLINES,2026-07-14T06:10:00,2026-07-14T06:10:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,5.75
1736,LY,345,EL AL ISRAEL AIRLINES,2026-07-14T06:10:00,2026-07-14T06:10:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3.0,78-99,D,ON TIME,בזמן,4.25
1737,LY,5183,EL AL ISRAEL AIRLINES,2026-07-14T06:10:00,2026-07-14T06:10:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,1.0,,,ON TIME,בזמן,2.0
1738,IZ,337,ARKIA  ISRAELI  AIRLINES,2026-07-14T06:15:00,2026-07-14T06:15:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,ON TIME,בזמן,3.75
1739,ET,404,ETHIOPIAN AIRLINES,2026-07-14T06:20:00,2026-07-14T06:20:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,4.5
1740,IZ,801,ARKIA  ISRAELI  AIRLINES,2026-07-14T06:20:00,2026-07-14T06:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,ON TIME,בזמן,1.0
1741,LY,2371,EL AL ISRAEL AIRLINES,2026-07-14T06:20:00,2026-07-14T06:20:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,78-99,D,ON TIME,בזמן,4.25
1742,LY,8804,EL AL ISRAEL AIRLINES,2026-07-14T06:20:00,2026-07-14T06:20:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,4.5
1743,SK,3157,SAS,2026-07-14T06:20:00,2026-07-14T06:20:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,78-99,D,ON TIME,בזמן,4.25
1744,LY,279,EL AL ISRAEL AIRLINES,2026-07-14T06:25:00,2026-07-14T06:25:00,D,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3.0,78-99,D,ON TIME,בזמן,3.75
